iyear,specificity,vicinity,suicide,attacktype1,targtype1,targsubtype1,guncertain1,individual,nperps,nperpcap,claimed,weapsubtype1,weaptype1,nkill,nkillus,nkillter,nwound,nwoundus,nwoundte,property
2006,1,0,0,2,3,25,0,0,,,-9,5,5,0,0,0,1,0,0,-9
2006,1,0,0,3,4,39,0,0,,,0,7,6,0,0,0,9,0,0,-9
2006,1,0,0,3,16,89,0,0,,,0,16,6,1,0,0,0,0,0,1
2006,1,0,0,3,3,23,0,0,,,0,7,6,1,0,0,23,0,0,1
2006,1,1,0,3,14,71,0,0,,,-9,16,6,4,0,0,21,0,0,-9
2006,1,0,0,3,14,71,0,0,,,0,16,6,3,0,0,20,0,0,-9
2006,1,0,0,3,14,,0,0,,,-9,16,6,11,0,0,53,0,0,1
2006,1,0,0,3,1,7,0,0,,0,0,16,6,15,0,0,50,0,0,1
2006,1,0,0,3,15,86,1,0,,0,0,16,6,4,0,0,40,0,0,-9
2006,1,0,0,3,3,23,0,0,,0,1,12,6,2,0,0,6,0,0,1
2006,4,0,0,3,21,106,1,0,,0,0,12,6,0,0,0,0,0,0,1
2006,1,0,0,3,3,25,0,0,,0,1,15,6,0,0,0,31,0,0,1
2006,1,1,0,3,21,108,1,0,,0,0,12,6,2,0,0,5,0,0,1
2006,4,0,0,3,14,84,0,0,,,-9,7,6,0,0,0,1,0,0,1
2006,4,0,0,1,2,18,0,0,,,-9,5,5,2,0,0,0,0,0,-9
2006,1,0,0,3,19,100,0,0,,,-9,16,6,8,0,0,60,0,0,1
2006,5,0,0,2,14,,0,0,,,-9,5,5,1,0,0,0,0,0,0
2006,3,0,0,2,14,,0,0,,,-9,5,5,1,0,0,0,0,0,0
2006,3,0,0,2,14,,0,0,,,-9,5,5,1,0,0,0,0,0,0
2006,1,0,0,3,14,,1,0,,,0,16,6,3,0,0,10,0,0,1
2006,4,0,0,2,2,18,0,0,,,-9,5,5,0,0,0,1,0,0,-9
2006,1,0,0,3,14,,0,0,,,-9,7,6,0,0,0,10,0,0,1
2006,1,1,0,3,3,25,0,0,,0,0,8,6,13,0,0,0,0,0,0
2006,1,1,0,3,3,25,1,0,,0,0,16,6,13,0,0,3,0,0,-9
2006,1,1,0,3,3,25,1,0,,0,0,16,6,14,0,0,3,0,0,0
2006,4,0,0,2,19,100,1,0,,0,0,5,5,0,0,0,1,0,1,0
2006,1,0,0,3,14,74,0,0,,0,0,12,6,0,0,0,18,0,0,-9
2006,1,0,0,3,20,,0,0,,0,-9,8,6,1,0,0,3,0,0,1
2006,1,0,0,3,14,75,0,0,2,2,-9,16,6,0,0,0,0,0,0,0
2007,1,0,0,2,14,77,0,0,,0,0,5,5,48,0,0,19,0,0,0
2007,1,0,0,3,4,34,0,0,,0,0,7,6,1,0,0,25,0,0,0
2007,3,0,0,2,14,77,0,0,,0,0,5,5,2,0,0,0,0,0,0
2007,1,0,0,3,3,25,0,0,,0,0,15,6,0,0,0,2,0,0,0
2007,1,0,0,3,3,23,0,0,,0,1,7,6,0,0,0,15,0,0,0
2007,1,0,1,3,14,71,1,0,,0,0,13,6,2,0,,26,0,0,0
2007,1,0,0,3,14,71,1,0,,0,0,15,6,2,0,0,20,0,0,0
2007,4,0,0,3,19,100,1,0,,0,0,15,6,0,0,0,3,0,0,0
2007,1,0,0,3,3,25,0,0,,0,0,8,6,3,0,0,5,0,0,0
2007,1,0,0,3,3,25,0,0,,0,0,8,6,2,0,0,6,0,0,0
2007,1,0,0,2,2,15,0,0,,0,-9,2,5,1,0,0,0,0,0,0
2007,1,0,0,3,19,100,0,0,,0,0,16,6,0,0,0,0,0,0,1
2007,1,0,0,3,1,1,0,0,,0,0,7,6,0,0,0,2,0,0,1
2007,1,0,0,3,19,101,0,0,,0,0,16,6,1,0,0,5,0,0,-9
2007,1,0,0,3,14,71,0,0,1,0,-9,16,6,1,0,1,0,0,0,0
2007,1,0,0,2,3,25,1,0,,0,-9,2,5,0,0,0,4,0,0,0
2007,4,0,0,2,3,25,1,0,,0,1,5,5,3,0,0,2,0,0,0
2007,1,0,0,2,2,18,0,0,15,0,0,5,5,3,0,0,0,0,0,0
2007,1,0,0,3,3,22,1,0,,0,0,15,6,0,0,0,0,0,0,1
2007,1,0,0,3,19,100,0,0,,0,0,17,6,0,0,0,3,0,0,1
2007,1,0,0,2,14,84,0,0,,0,0,5,5,1,0,0,2,0,0,0
2007,1,0,0,3,3,25,0,0,,0,0,8,6,7,0,0,,0,0,0
2007,1,0,0,3,19,100,0,0,,0,0,16,6,0,0,0,0,0,0,1
2007,1,0,0,2,4,29,0,0,,0,0,5,5,4,0,0,0,0,0,0
2007,1,0,0,2,14,67,0,0,,0,0,5,5,3,0,0,0,0,0,0
2007,1,0,0,3,19,100,0,0,,,0,18,8,66,0,0,,0,0,1
2007,3,0,0,2,3,25,0,0,,,0,5,5,15,0,,7,0,,-9
2007,1,0,1,3,1,,0,0,1,0,0,13,6,1,0,1,4,0,0,1
2007,1,0,0,2,3,25,0,0,,,-9,20,8,55,0,,12,0,,1
2007,1,0,0,3,14,67,1,0,,0,0,16,6,0,0,0,6,0,0,1
2007,4,0,0,3,1,8,0,0,,,0,7,6,1,0,0,2,0,0,-9
2007,3,0,0,2,14,67,0,0,,,0,5,5,5,0,0,4,0,0,0
2007,1,0,0,3,14,74,1,0,,0,0,7,6,0,0,0,9,0,0,1
2007,2,0,0,3,3,23,0,0,,0,0,7,6,0,0,0,6,0,0,1
2007,1,0,0,3,14,67,1,0,2,0,0,7,6,0,0,0,5,0,0,-9
2007,1,0,0,2,3,25,0,0,300,0,0,2,5,6,0,,6,0,,1
2007,4,0,0,2,19,100,1,0,,0,0,5,5,2,0,0,3,0,0,-9
2007,1,0,0,3,15,86,1,0,,0,0,12,6,1,0,0,14,0,0,-9
2007,2,0,0,3,14,67,1,0,,0,0,15,6,20,0,0,18,0,0,-9
2007,1,0,0,3,1,7,0,0,,0,0,7,6,1,0,0,11,0,0,1
2007,3,0,0,1,14,77,0,0,,0,0,23,9,1,0,0,0,0,0,0
2007,1,0,0,6,2,18,0,0,,0,1,5,5,1,0,0,0,0,0,0
2007,1,0,0,3,14,74,1,0,3,3,0,12,6,0,0,0,0,0,0,0
2007,1,0,0,2,14,,1,0,,,1,2,5,6,0,,,0,,-9
2007,1,0,0,3,3,26,1,0,,,-9,12,6,0,0,0,20,0,0,1
2007,1,0,0,3,15,86,1,0,,,-9,12,6,13,,,64,,,1
2007,1,0,0,3,14,,0,0,,,-9,16,6,0,0,0,13,0,0,1
2007,1,0,0,3,14,74,1,0,,,-9,16,6,0,0,0,6,0,,1
2007,1,0,0,3,14,71,1,0,,0,0,16,6,8,0,0,20,0,0,-9
2007,2,0,0,3,3,23,0,0,,0,0,8,6,9,0,0,3,0,0,-9
2007,3,0,0,2,14,84,0,0,100,0,1,23,9,2,0,0,0,0,0,0
2007,1,0,0,2,3,22,1,0,,,0,2,5,3,0,2,5,0,0,0
2007,1,0,0,3,4,34,0,0,,,1,17,6,1,0,0,15,0,0,-9
2007,1,0,0,3,19,100,0,0,,,0,16,6,0,0,0,0,0,0,0
2007,1,0,0,2,3,,0,0,8,,0,5,5,4,0,0,2,0,0,0
2007,1,0,0,2,14,71,0,0,1,,1,5,5,2,0,1,0,0,0,-9
2007,1,0,0,2,2,18,1,0,6,6,0,5,5,2,0,0,3,0,0,0
2007,1,0,0,3,3,22,0,0,1,,0,7,6,0,0,0,12,0,0,-9
2007,3,0,0,6,14,84,1,0,,,0,5,5,1,0,0,0,0,0,0
2007,3,0,0,3,21,107,0,0,,,0,16,6,3,0,0,5,0,0,-9
2007,3,0,0,3,21,107,0,0,,,0,16,6,0,0,0,0,0,0,1
2007,1,0,0,3,8,50,0,0,,,0,7,6,0,0,0,0,0,0,-9
2007,3,0,0,1,14,71,0,0,,,0,5,5,1,0,0,0,0,0,0
2007,1,0,0,1,14,71,0,0,,,0,5,5,2,0,0,0,0,0,0
2007,2,0,0,2,14,71,0,0,,,0,5,5,1,0,0,0,0,0,0
2007,1,1,0,6,14,68,0,0,4,,0,5,5,0,0,0,0,0,0,0
2007,3,0,0,2,14,71,0,0,,,0,5,5,1,0,0,0,0,0,0
2007,1,0,0,3,2,18,0,0,,,0,7,6,0,0,0,0,0,0,-9
2007,1,0,0,2,2,15,0,0,,,0,5,5,0,0,0,1,0,0,0
2007,4,0,0,6,14,71,0,0,,,0,5,5,0,0,0,0,0,0,0
2007,1,0,0,2,1,12,0,0,,,0,5,5,6,0,0,6,0,0,0
2007,1,1,0,3,14,71,0,0,,,0,7,6,0,0,0,13,0,0,-9
2007,1,0,0,7,2,18,0,0,,,0,18,8,0,0,0,0,0,0,1
2007,1,0,0,2,14,71,0,0,,,0,5,5,5,0,0,0,0,0,0
2007,2,0,0,9,3,25,0,0,,,0,,13,2,0,0,1,0,0,0
2007,3,0,0,2,14,77,0,0,,,0,5,5,1,0,0,0,0,0,0
2007,1,0,0,3,14,74,0,0,,,0,16,6,1,0,0,40,0,0,-9
2007,3,0,0,3,3,22,1,0,,1,0,16,6,0,0,0,0,0,0,-9
2007,1,1,0,2,3,25,0,0,,,0,5,5,2,0,0,7,0,0,-9
2007,1,1,0,3,3,23,0,0,,0,1,12,6,0,0,0,10,0,0,-9
2007,3,0,0,3,3,22,0,0,,0,-9,17,6,9,0,,6,0,,1
2007,1,0,0,3,14,,0,0,,0,0,16,6,0,0,0,5,0,,0
2007,1,0,0,3,2,15,0,0,,0,0,7,6,0,0,0,13,0,0,0
2007,4,0,0,2,3,25,0,0,,0,0,2,5,24,0,,,0,,0
2007,1,1,0,6,1,5,1,0,,0,0,5,5,1,0,0,0,0,0,0
2007,1,0,0,3,2,21,1,0,,0,0,16,6,0,0,0,0,0,0,1
2007,1,0,0,3,14,69,0,0,,0,0,7,6,1,0,0,15,0,0,-9
2007,1,0,0,3,14,69,0,0,,0,0,7,6,0,0,0,11,0,0,-9
2007,1,0,1,2,3,22,0,0,2,0,0,7,6,2,0,2,6,0,0,-9
2007,2,0,0,3,3,22,0,0,,,0,12,6,0,0,0,6,0,0,1
2007,1,0,0,3,19,101,0,0,,,0,12,6,0,0,0,7,0,0,1
2007,1,0,0,3,14,74,0,0,,,0,7,6,0,0,0,9,0,0,-9
2007,4,0,0,2,14,67,1,0,,0,0,5,5,14,0,0,2,0,0,0
2007,1,0,0,3,14,74,0,0,,,0,17,6,3,0,0,15,0,0,1
2007,1,0,0,3,14,67,0,0,,,0,16,6,0,0,0,2,0,0,1
2007,1,0,0,3,14,74,0,0,,0,0,16,6,40,0,0,100,0,0,1
2007,1,0,0,3,4,39,0,0,,0,0,7,6,0,0,0,3,0,0,1
2007,1,1,0,2,3,25,1,0,200,0,0,5,5,12,0,0,6,0,0,0
2007,1,1,0,3,14,67,1,0,,0,-9,15,6,1,0,0,12,0,0,1
2007,1,0,0,3,4,35,0,0,,0,-9,15,6,0,0,0,11,0,0,-9
2007,1,0,0,3,2,18,1,0,,,0,12,6,3,0,0,5,0,0,-9
2007,4,0,0,3,14,73,0,0,,0,-9,16,6,3,0,,0,0,0,1
2007,3,0,0,2,3,25,0,0,,0,-9,5,5,4,0,,,0,,1
2007,2,0,0,9,14,71,1,0,,0,0,,13,0,0,0,0,0,0,1
2007,1,1,0,3,14,68,1,0,,0,-9,12,6,5,0,0,60,0,0,-9
2007,1,0,0,3,14,67,0,0,,0,0,16,6,3,0,0,29,0,0,0
2007,1,0,0,3,3,24,0,0,,0,0,16,6,2,0,0,21,0,0,-9
2007,3,0,0,3,1,1,0,0,,0,0,16,6,0,0,0,0,0,0,1
2007,1,0,0,3,14,68,1,0,,0,0,16,6,3,0,0,18,0,0,-9
2007,1,1,0,2,3,22,0,0,,0,1,5,5,1,0,1,3,0,0,-9
2007,1,1,0,2,4,34,0,0,,0,0,5,5,2,0,0,0,0,0,-9
2007,1,0,0,3,1,11,0,0,,4,0,16,6,6,0,0,37,0,0,1
2007,2,0,0,2,14,78,0,0,25,0,0,5,5,18,0,0,3,0,0,0
2007,1,0,0,6,14,67,0,0,,0,0,5,5,5,0,0,0,0,0,0
2007,2,0,0,3,22,110,0,0,,0,0,7,6,3,0,0,0,0,0,0
2007,1,0,0,3,14,74,0,0,,0,0,7,6,0,0,0,12,0,0,-9
2007,1,0,0,3,14,84,0,0,,0,0,16,6,1,0,0,0,0,0,1
2007,1,0,0,2,3,23,1,0,,0,0,2,5,7,0,0,,0,0,1
2007,4,0,0,2,3,25,1,0,,0,0,8,6,15,0,,,0,,1
2007,3,0,0,2,14,,0,0,,0,0,5,5,4,0,0,,0,,1
2007,1,0,0,3,14,67,0,0,,0,0,16,6,0,0,0,3,0,0,-9
2007,1,0,0,3,1,7,0,0,,0,0,7,6,0,0,0,2,0,0,-9
2007,1,0,0,2,4,34,0,0,,0,0,5,5,0,0,0,1,0,0,0
2007,1,1,0,2,4,34,0,0,,0,0,5,5,9,0,5,,0,,0
2007,1,0,0,7,17,94,0,0,,0,0,6,5,10,0,,,0,,1
2007,2,0,0,3,21,107,1,0,,0,0,17,6,0,0,0,0,0,0,1
2007,1,1,0,2,14,83,1,0,,0,0,5,5,0,0,0,10,0,0,-9
2007,1,0,0,1,17,93,0,0,,0,0,21,9,1,0,0,0,0,0,0
2007,3,0,0,6,2,18,0,0,,0,0,5,5,1,0,0,0,0,0,0
2007,2,0,0,2,14,67,0,0,,0,0,23,9,1,0,0,0,0,0,0
2007,2,0,0,2,3,25,0,0,,0,0,5,5,3,0,0,0,0,0,-9
2007,1,0,0,1,2,18,0,0,2,0,1,5,5,1,0,0,0,0,0,0
2007,1,0,0,3,1,11,1,0,,0,0,7,6,0,0,0,5,0,0,-9
2007,3,0,0,1,22,109,1,0,,0,0,5,5,1,0,0,0,0,0,0
2007,3,0,0,3,19,100,1,0,,0,0,16,6,0,0,0,0,0,0,1
2007,1,0,0,1,14,68,1,0,,0,0,5,5,1,0,0,0,0,0,0
2007,1,0,0,3,2,14,1,0,,0,0,16,6,13,0,0,60,0,0,1
2007,1,0,0,3,2,14,1,0,,0,0,16,6,13,0,0,60,0,0,1
2007,1,0,0,3,2,14,1,0,,0,0,16,6,13,0,0,60,0,0,1
2007,3,0,0,3,2,18,0,0,,0,0,16,6,0,0,0,2,0,0,-9
2007,1,0,0,3,14,67,0,0,,0,0,14,6,1,0,0,3,0,0,-9
2007,2,1,0,3,14,71,1,0,,0,0,15,6,2,0,0,18,0,0,-9
2007,1,0,0,3,14,71,1,0,,0,0,16,6,2,0,0,18,0,0,-9
2007,2,1,0,3,14,71,1,0,,0,0,16,6,2,0,0,18,0,0,-9
2007,1,1,0,2,14,77,1,0,,0,1,5,5,4,0,0,0,0,0,1
2007,1,0,0,3,3,25,1,0,,0,0,7,6,1,0,0,12,0,0,-9
2007,3,0,0,3,4,29,0,0,,0,0,8,6,12,0,0,0,0,0,-9
2007,4,0,0,2,2,18,1,0,,0,0,5,5,3,0,0,1,0,0,0
2007,3,0,0,3,19,100,0,0,,0,0,16,6,5,0,0,5,0,0,1
2008,1,0,0,2,3,22,0,0,2,0,0,5,5,8,0,0,7,0,0,1
2008,3,0,0,2,3,,0,0,,0,0,5,5,4,0,0,0,0,0,0
2008,3,0,0,2,14,84,0,0,,0,0,5,5,1,0,0,0,0,0,0
2008,3,0,0,2,2,15,0,0,,0,0,23,9,1,0,0,0,0,0,0
2008,1,0,0,3,2,18,0,0,,0,0,17,6,0,0,0,0,0,0,0
2008,4,0,0,2,3,,0,0,,0,0,5,5,1,0,0,5,0,,1
2008,3,0,0,7,2,21,1,0,20,0,0,18,8,0,0,0,6,0,0,1
2008,1,0,0,3,14,77,0,0,,,0,7,6,0,0,0,4,0,0,1
2008,1,0,0,3,14,71,0,0,,,-9,16,6,0,0,0,8,,,-9
2008,1,0,0,6,19,100,0,0,,,-9,,13,0,0,0,,0,,0
2008,3,0,0,6,3,25,0,0,,,-9,23,9,1,0,0,0,0,,0
2008,3,0,0,6,14,67,0,0,,,-9,5,5,0,0,0,,0,0,-9
2008,3,0,0,6,14,71,0,0,,,-9,5,5,0,0,0,,0,,0
2008,3,0,0,3,2,18,0,0,,0,0,16,6,0,0,0,10,0,0,1
2008,3,0,0,2,3,22,0,0,400,0,0,2,5,34,0,20,10,0,0,0
2008,1,0,0,2,14,71,0,0,,0,0,5,5,5,0,0,0,0,0,0
2008,1,0,0,1,3,25,0,0,,0,0,5,5,1,0,0,0,0,0,0
2008,1,0,0,3,14,71,0,0,,0,-9,7,6,3,0,0,6,0,0,1
2008,3,0,0,3,14,67,0,0,,0,-9,16,6,0,0,0,5,0,0,-9
2008,1,0,0,6,2,15,0,0,,0,1,,13,0,0,0,0,0,0,0
2008,1,0,0,3,14,71,1,0,,0,-9,16,6,0,0,0,16,0,0,-9
2008,4,0,0,3,2,21,1,0,,0,-9,7,6,0,0,0,0,0,0,-9
2008,3,0,0,1,14,77,1,0,,0,0,2,5,3,0,0,5,0,0,-9
2008,1,0,0,3,2,15,0,0,,0,1,16,6,7,0,0,,,,1
2008,3,0,0,3,2,18,0,0,,0,1,16,6,0,0,0,0,0,0,1
2008,1,0,1,3,1,,1,0,1,0,-9,13,6,2,0,1,15,0,0,1
2008,1,0,0,3,1,8,0,0,,0,0,16,6,0,0,0,0,0,0,-9
2008,1,0,0,3,3,25,1,0,,0,0,7,6,4,0,0,53,0,0,0
2008,1,0,0,9,4,27,1,0,,0,-9,,13,2,0,0,0,0,0,0
2008,1,0,0,3,4,27,0,0,,0,-9,7,6,0,0,0,9,0,0,0
2008,1,0,0,2,17,93,0,0,,0,0,5,5,3,0,0,,0,0,1
2008,1,0,0,3,3,22,0,0,,0,1,16,6,0,0,0,24,0,0,-9
2008,1,0,0,2,19,100,1,0,,0,0,2,5,4,0,0,2,0,0,0
2008,3,0,0,2,14,78,0,0,,0,0,5,5,3,0,0,0,0,0,0
2008,3,0,0,2,14,67,1,0,,0,0,18,8,1,0,0,0,0,0,0
2008,2,1,0,2,14,75,0,0,200,0,0,5,5,0,0,0,0,0,0,1
2008,3,0,0,2,14,68,0,0,-99,0,1,23,9,4,0,0,0,0,0,0
2008,2,1,0,1,2,15,1,0,200,0,0,,13,0,0,0,0,0,0,0
2008,4,0,0,2,14,68,0,0,-99,0,0,5,5,3,0,2,0,0,0,-9
2008,1,0,0,6,3,25,1,0,-99,0,1,23,9,2,0,0,0,0,0,0
2008,1,1,0,2,1,12,1,0,100,0,0,5,5,0,0,0,0,0,0,-9
2008,1,1,0,2,14,77,0,0,-99,0,0,5,5,1,0,0,1,0,0,0
2008,1,0,0,6,22,109,0,0,25,6,0,,13,0,0,0,0,0,0,0
2008,1,0,0,2,2,15,0,0,-99,0,0,23,9,1,0,0,0,0,0,0
2008,3,0,0,2,14,68,0,0,4,0,0,5,5,1,0,0,0,0,0,0
2008,1,0,0,3,19,100,1,0,-99,0,0,16,6,0,0,0,0,0,0,0
2008,3,0,0,2,17,,1,0,-99,0,0,5,5,8,0,0,0,0,0,1
2008,3,0,0,6,14,77,0,0,-99,2,0,,13,0,0,0,0,0,0,0
2008,3,0,0,2,14,68,1,0,-99,0,0,5,5,1,0,0,0,0,0,0
2008,1,0,0,3,14,78,1,0,-99,0,0,16,6,0,0,0,35,0,0,-9
2008,3,0,0,2,14,84,1,0,-99,0,0,5,5,6,0,6,0,0,0,0
2008,3,0,0,2,22,109,1,0,-99,0,0,5,5,1,0,1,0,0,0,-9
2008,1,0,0,9,14,68,1,0,-99,0,0,,13,1,0,0,0,0,0,-9
2008,1,0,0,3,3,22,1,0,100,0,0,16,6,6,0,0,0,0,0,1
2008,3,0,0,2,4,34,1,0,8,0,0,5,5,1,0,1,0,0,0,0
2008,1,0,0,6,2,15,1,0,-99,0,0,,13,3,0,0,0,0,0,0
2008,1,0,0,3,14,69,0,0,-99,0,0,16,6,0,0,0,16,0,0,-9
2008,1,0,0,6,14,68,,0,7,0,0,5,5,0,0,0,1,0,0,0
2008,1,0,0,3,2,18,0,0,-99,0,0,7,6,0,0,0,0,0,0,-9
2008,3,0,0,3,19,100,0,0,-99,0,0,16,6,0,0,0,0,0,0,1
2008,3,0,0,6,14,68,0,0,-99,0,0,5,5,2,0,0,0,0,0,0
2008,2,0,0,2,14,73,,0,15,0,0,5,5,2,0,0,0,0,0,1
2008,1,0,0,2,17,93,0,0,-99,0,0,5,5,1,0,1,0,0,0,0
2008,1,0,0,9,14,67,1,0,-99,0,0,,13,1,0,0,0,0,0,0
2008,3,0,0,6,17,94,,0,20,0,0,23,9,2,0,0,0,0,0,0
2008,2,0,0,3,2,15,0,0,2,0,0,17,6,0,0,0,0,0,0,1
2008,1,0,0,2,14,67,0,0,-99,0,0,5,5,1,0,0,0,0,0,0
2008,4,0,0,2,2,15,1,0,-99,0,0,5,5,1,0,0,0,0,0,0
2008,1,0,0,2,1,12,1,0,50,0,0,,13,0,0,0,11,0,0,1
2008,1,0,0,3,2,18,0,0,-99,0,1,17,6,0,0,0,5,0,0,-9
2008,1,0,0,2,14,84,0,0,-99,0,0,5,5,0,0,0,1,0,0,-9
2008,3,0,0,6,14,77,1,0,-99,0,0,5,5,1,0,0,0,0,0,0
2008,1,0,0,9,1,12,0,0,-99,0,1,,13,0,0,0,0,0,0,1
2008,1,0,0,3,14,67,1,0,-99,0,0,7,6,0,0,0,6,0,0,-9
2008,1,0,0,3,1,,0,0,-99,0,0,7,6,0,0,0,6,0,0,-9
2008,1,0,0,3,2,21,0,0,200,0,0,28,6,0,0,0,0,0,0,1
2008,1,0,0,3,2,21,0,0,20,0,1,16,6,0,0,0,0,0,0,1
2008,1,0,0,2,14,68,0,0,-99,0,1,23,9,1,0,0,0,0,0,0
2008,3,0,0,3,4,39,0,0,-99,0,0,11,6,2,0,0,4,0,0,1
2008,1,0,0,2,2,18,0,0,-99,0,0,5,5,0,0,0,0,0,0,-9
2008,2,0,0,2,2,18,1,0,-99,0,0,,13,2,0,0,0,0,0,0
2008,3,0,0,2,2,15,1,0,-99,0,0,6,5,1,0,0,1,0,0,0
2008,1,1,0,3,14,77,0,0,-99,0,0,16,6,0,0,0,0,0,0,1
2008,1,1,0,7,14,76,1,0,-99,0,0,18,8,0,0,0,0,0,0,1
2008,2,0,0,3,3,23,1,0,50,0,0,16,6,1,0,0,3,0,0,-9
2008,1,0,0,3,3,23,1,0,150,0,0,8,6,3,0,0,0,0,0,0
2008,1,0,0,3,2,18,0,0,-99,0,0,7,6,0,0,0,0,0,0,0
2008,1,0,0,3,8,49,0,0,2,0,1,7,6,0,0,0,0,0,0,0
2008,1,0,0,3,2,14,0,0,-99,0,0,16,6,0,0,0,0,0,0,1
2008,1,1,0,2,19,100,1,0,-99,0,0,5,5,3,0,0,0,0,0,1
2008,3,0,0,2,19,100,1,0,10,0,0,5,5,3,0,0,0,0,0,1
2008,3,0,0,2,1,12,1,0,10,0,0,5,5,8,0,0,2,0,0,0
2008,1,0,0,1,2,15,1,0,-99,0,0,5,5,2,0,0,2,0,0,-9
2008,1,0,0,6,14,67,0,0,-99,0,0,,13,4,0,0,6,0,0,-9
2008,1,0,0,3,4,29,1,0,-99,0,0,8,6,1,0,0,11,0,0,1
2008,1,1,0,2,1,12,1,0,-99,0,0,5,5,2,0,0,1,0,0,0
2008,3,0,0,6,3,25,0,0,-99,0,0,,13,2,0,0,0,0,0,0
2008,1,0,0,3,1,,0,0,-99,0,0,17,6,0,0,0,2,0,0,1
2008,1,1,0,2,2,15,0,0,-99,0,0,5,5,3,0,0,0,0,0,1
2008,1,0,0,3,14,84,0,0,-99,0,0,17,6,0,0,0,5,0,0,0
2008,3,0,0,8,2,15,0,0,-99,0,0,22,9,0,0,0,4,0,0,0
2008,3,0,0,2,1,5,0,0,-99,0,1,5,5,11,0,0,0,0,0,0
2008,1,1,0,2,19,100,0,0,-99,0,1,5,5,2,0,0,3,0,0,0
2008,3,0,0,2,14,77,0,0,-99,0,0,5,5,1,0,0,0,0,0,0
2008,2,0,0,3,19,100,0,0,-99,0,0,28,6,0,0,0,0,0,0,1
2008,1,1,0,2,2,21,0,0,-99,0,0,5,5,2,0,0,0,0,0,1
2008,3,0,0,6,2,15,0,0,-99,0,0,,13,1,0,0,0,0,0,0
2008,2,0,0,3,3,25,0,0,-99,0,0,16,6,5,0,0,0,0,0,-9
2008,1,0,0,3,2,19,0,0,-99,0,0,17,6,0,0,0,0,0,0,1
2008,3,0,0,6,14,67,0,0,-99,0,0,,13,0,0,0,0,0,0,0
2008,1,0,0,3,2,19,0,0,-99,0,0,17,6,2,0,0,0,0,0,-9
2008,1,0,0,3,14,67,0,0,-99,0,0,16,6,1,0,0,0,0,0,-9
2008,1,0,0,6,14,67,1,0,-99,0,0,,13,2,0,0,0,0,0,-9
2008,1,0,0,3,14,67,1,0,-99,0,0,7,6,0,0,0,5,0,0,-9
2008,1,0,0,7,2,21,0,0,-99,0,0,18,8,0,0,0,0,0,0,1
2008,1,0,0,7,2,18,0,0,-99,0,0,20,8,0,0,0,0,0,0,1
2008,1,0,0,2,1,,0,0,2,0,0,5,5,1,0,0,0,0,0,0
2008,1,0,0,2,1,7,0,0,6,0,0,5,5,3,0,0,1,0,0,1
2008,3,0,0,2,14,68,0,0,-99,0,0,5,5,1,0,0,0,0,0,0
2008,1,0,0,2,4,39,0,0,-99,0,0,6,5,0,0,0,2,0,0,0
2008,1,0,0,3,1,7,0,0,-99,0,1,16,6,0,0,0,0,0,0,0
2008,1,1,0,2,14,68,0,0,-99,0,0,6,5,0,0,0,1,0,0,0
2008,1,0,0,3,20,,,0,-99,0,0,16,6,0,0,0,0,0,0,-9
2008,2,0,0,2,14,68,1,0,-99,0,0,5,5,1,0,0,0,0,0,0
2008,1,0,0,3,1,6,1,0,-99,0,0,14,6,0,0,0,0,0,0,1
2008,1,0,0,3,1,7,1,0,-99,0,0,7,6,0,0,0,0,0,0,0
2008,3,0,0,6,2,15,0,0,3,0,1,5,5,1,0,0,0,0,0,0
2008,1,1,0,2,1,12,0,0,4,0,0,5,5,1,0,0,0,0,0,0
2008,2,1,0,2,14,68,0,0,100,0,1,23,9,1,0,0,0,0,0,1
2008,4,1,0,6,3,25,1,0,-99,0,0,,13,1,0,0,0,0,0,-9
2008,1,1,0,6,17,93,1,0,-99,0,0,5,5,2,0,1,0,0,0,1
2008,1,0,0,2,3,25,0,0,-99,0,0,5,5,1,0,0,1,0,0,-9
2008,1,1,0,3,19,100,0,0,-99,0,0,16,6,0,0,0,0,0,0,1
2008,1,0,0,3,3,22,0,0,100,0,0,28,6,0,0,0,0,0,0,1
2008,1,1,0,6,17,93,0,0,-99,0,0,5,5,2,0,0,0,0,0,0
2008,3,0,0,7,21,107,1,0,27,0,0,21,9,0,0,0,0,0,0,1
2008,1,0,0,3,1,11,0,0,-99,0,0,16,6,0,0,0,5,0,0,-9
2008,1,0,0,7,17,93,0,0,-99,0,0,18,8,0,0,0,0,0,0,1
2008,1,0,0,3,3,22,0,0,-99,0,0,7,6,0,0,0,0,0,0,0
2008,1,0,0,2,14,67,0,0,-99,0,1,5,5,1,0,0,0,0,0,0
2008,1,1,0,3,4,34,0,0,-99,0,0,16,6,1,0,0,0,0,0,0
2008,1,1,0,3,21,107,1,0,-99,0,0,16,6,0,0,0,0,0,0,1
2008,1,0,0,3,2,18,0,0,-99,0,0,16,6,1,0,0,1,0,0,0
2008,1,1,0,3,21,107,1,0,-99,0,0,16,6,0,0,0,0,0,0,1
2008,1,0,0,2,2,15,1,0,-99,0,0,5,5,1,0,0,0,0,0,0
2008,1,1,0,3,3,25,1,0,-99,0,0,8,6,3,0,0,2,0,0,0
2008,1,0,0,3,14,72,0,0,-99,0,0,16,6,1,0,0,0,0,0,0
2008,1,0,0,2,14,78,0,0,-99,0,0,5,5,0,0,0,6,0,0,-9
